Kpx,Kpa,Kda,MaxAngle, Overshoot, J
54.179448,7.766920,2.000000,18.569710,3.650713,47.936444
85.184312,100.000000,0.005116,22.104901,16.472258,81.308126
55.725406,5.949312,0.754317,22.104901,12.267487,53.053940
54.109411,99.602449,0.739906,22.104901,18.588940,71.103392
53.484122,69.399824,1.341531,22.104901,19.614543,72.642065
57.775132,31.872125,0.088823,22.104901,17.920324,74.596873
36.414747,0.000000,1.597240,4.986197,0.000000,3104.846325
51.155630,5.626315,0.201364,22.104901,19.299351,68.671315
87.695577,26.730489,0.000000,22.104901,16.480724,81.698888
54.387902,0.000000,0.000000,0.055351,0.000000,3608.188443
0.000000,23.225397,1.897040,0.646961,0.000000,3630.190970
0.000000,0.000000,0.000745,0.055827,0.000000,3608.187054
29.319916,37.896827,0.406607,20.320214,22.390113,64.821918
74.941886,0.000000,0.000000,0.055351,0.000000,3608.188443
1.719605,0.000000,0.205738,1.338433,0.000000,3441.083674
94.983685,29.237524,0.701456,22.104901,17.872487,85.457913
71.827336,21.920640,0.000000,22.104901,16.343463,76.439540
75.043519,20.173406,0.452551,22.104901,18.839541,82.451124
76.245994,0.000000,0.000000,0.055351,0.000000,3608.188443
100.000000,0.000000,2.000000,6.130599,0.000000,3194.837068
39.475479,11.783929,0.000000,22.104901,16.747829,68.346852
74.247785,0.000000,0.000000,0.055351,0.000000,3608.188443
79.912999,0.000000,0.000000,0.055351,0.000000,3608.188443
66.102483,0.000000,0.000000,0.055351,0.000000,3608.188443
100.000000,5.187985,0.103104,22.104901,19.102252,96.918591
100.000000,0.000000,0.000000,0.055351,0.000000,3608.188443
60.658544,0.000000,0.000000,0.055351,0.000000,3608.188443
82.491275,1.613007,0.669430,18.026652,1.872056,53.347510
50.951865,13.700675,0.279807,22.104901,19.362166,70.972953
85.146137,0.000000,0.000000,0.055351,0.000000,3608.188443
86.497926,51.842011,2.000000,22.104901,17.000177,80.146864
79.995297,100.000000,0.825420,22.104901,16.699702,77.633223
84.405298,0.000000,0.000000,0.055351,0.000000,3608.188443
0.000000,0.000000,0.252228,0.787826,0.000000,3616.146233
58.534522,0.000000,0.000000,0.055351,0.000000,3608.188443
44.162527,5.898222,0.410580,22.104901,15.583856,57.651844
100.000000,1.530786,0.000000,22.104901,16.572951,89.624492
100.000000,40.283297,0.747562,22.104901,17.990252,92.809012
97.934974,9.224244,0.000000,22.104901,15.991972,84.679494
67.119846,100.000000,0.640031,22.104901,17.868945,78.167238
76.707621,0.000000,0.285729,5.620843,0.000000,3158.932386
24.374354,12.890084,0.298992,16.785560,23.538140,61.132704
28.078432,0.000000,0.000000,0.055351,0.000000,3608.188443
100.000000,100.000000,0.000000,22.104901,15.331377,83.138123
3.752688,0.000000,0.000000,0.055351,0.000000,3608.188443
73.478451,50.484313,0.071881,22.104901,17.138990,77.921784
0.000000,0.000000,0.000000,0.055351,0.000000,3608.188443
89.372235,0.000000,0.000000,0.055351,0.000000,3608.188443
53.667990,11.497891,1.345452,22.104901,12.598556,55.085058
12.905789,24.333120,0.299213,10.742832,29.500837,64.879409
7.626363,25.904959,0.000000,8.476789,38.912085,79.638595
80.304842,60.864665,0.000000,22.104901,16.624957,80.391316
0.000000,0.000000,1.659206,0.621676,0.000000,3628.916171
53.196727,100.000000,1.390750,22.104901,17.337847,70.887858
0.000000,43.712562,1.850519,0.912008,0.000000,3629.594366
95.677882,20.304714,0.301756,22.104901,17.954394,89.118545
100.000000,30.429638,0.849013,22.104901,18.620557,92.238127
5.169066,0.000000,0.389377,2.190334,0.000000,3331.353607
34.551021,24.090078,0.365156,22.104901,19.206876,66.108607
0.000000,0.000000,0.000379,0.055698,0.000000,3608.187744
31.265580,91.305042,1.150840,21.212890,24.293454,69.456467
0.000000,0.000000,0.000000,0.055351,0.000000,3608.188443
30.328554,58.488894,0.049387,21.580172,24.533480,70.687744
53.441926,0.000000,0.000589,1.374392,0.000000,3565.278586
0.000000,21.138625,0.464293,0.950354,0.000000,3624.959987
67.467593,88.865094,1.218102,22.104901,19.661236,81.912775
100.000000,0.000000,0.110663,6.130599,0.000000,3172.848249
41.231386,8.487988,0.878707,18.480257,13.112068,49.698541
50.116588,0.000000,0.000000,0.055351,0.000000,3608.188443
15.135418,6.488678,0.000000,14.009564,23.295195,66.527260
46.365749,8.747304,1.142763,18.753982,11.410592,47.603008
73.516955,0.000000,0.000000,0.055351,0.000000,3608.188443
100.000000,0.000000,0.000000,0.055351,0.000000,3608.188443
21.884514,0.000000,0.000000,0.055351,0.000000,3608.188443
23.569631,16.758110,0.000000,18.430854,25.399932,67.991717
51.459833,0.000000,0.000000,0.055351,0.000000,3608.188443
62.217005,0.000000,0.000000,0.055351,0.000000,3608.188443
64.037899,1.758186,0.518936,18.030576,2.297369,45.791186
97.985725,27.017753,0.468366,22.104901,17.747649,89.058235
65.839050,0.000000,0.000134,0.421596,0.000000,3596.738820
44.049908,51.713339,0.000000,22.104901,16.476247,72.500437
43.496775,0.000000,0.000000,0.055351,0.000000,3608.188443
87.391390,0.000000,0.000000,0.055351,0.000000,3608.188443
100.000000,13.363075,0.000000,22.104901,15.448122,82.440732
0.000000,0.000000,0.000128,0.055500,0.000000,3608.188320
25.302606,64.629684,0.639840,18.430854,25.265384,64.530508
18.755276,12.606566,1.768037,9.500571,8.340080,42.088308
76.884167,61.903627,0.841399,22.104901,18.543190,82.935529
88.422118,28.363774,1.298609,22.104901,17.211743,78.411654
0.000000,57.121929,0.968182,1.509471,0.000000,3635.893971
0.000000,23.860345,0.313090,1.383959,0.000000,3646.450031
63.922343,18.103762,0.179328,22.104901,17.935157,77.813840
11.307312,0.000000,0.000482,0.262428,0.000000,3600.627974
60.254950,37.412807,0.375755,22.104901,19.879004,77.088923
0.000000,0.000000,0.000000,0.055351,0.000000,3608.188443
100.000000,74.731644,0.000000,22.104901,15.321684,79.837195
20.289872,0.000000,0.000000,0.055351,0.000000,3608.188443
77.752168,0.000000,0.000296,1.035723,0.000000,3577.896639
34.012889,4.819705,0.741291,15.259381,7.189568,43.911241
0.000000,8.115252,0.315497,0.957578,0.000000,3633.249130
0.000000,18.947978,1.626652,0.634147,0.000000,3629.544029
73.524638,7.151857,0.010073,22.104901,17.620235,78.866024
44.252394,9.135117,0.077602,22.104901,18.649942,71.030035
69.797520,52.686648,2.000000,22.104901,18.111136,72.297367
47.687458,0.000000,1.891732,4.986197,0.000000,3630.448643
100.000000,0.000000,0.046393,5.905031,0.000000,3221.675776
0.000000,30.499535,0.000000,2.739830,0.000000,3673.296873
30.819299,18.828428,0.274662,20.795099,24.008045,70.400186
0.000000,45.971535,1.816373,1.010118,0.000000,3634.440043
0.000000,0.000000,0.000795,0.055834,0.000000,3608.187023
81.708190,100.000000,0.000000,22.104901,17.013858,82.027712
6.216934,0.000000,0.000401,0.138159,0.000000,3604.678659
35.768728,51.474310,0.256243,22.104901,19.022004,67.953464
29.791970,0.000000,0.001236,1.521953,0.000000,3554.848125
100.000000,21.151763,0.000000,22.104901,15.546801,82.431972
9.648643,39.365945,0.560581,8.476789,32.123544,72.930813
64.606557,100.000000,0.684152,22.104901,18.334528,78.777364
0.000000,0.000000,0.315243,0.821923,0.000000,3821.879961
56.135497,0.000000,0.000684,1.661239,0.000000,3555.370334
0.000000,8.040181,0.185571,1.205216,0.000000,3763.530199
0.000000,0.000000,1.919914,0.631062,0.000000,3629.388526
73.709345,0.000000,0.000000,0.055351,0.000000,3608.188443
15.546007,0.000000,0.000375,0.280736,0.000000,3600.242093
0.000000,0.000000,0.000000,0.055351,0.000000,3608.188443
0.000000,21.134298,0.023241,2.255706,0.000000,3575.213484
43.080045,0.000000,0.000000,0.055351,0.000000,3608.188443
52.963262,0.000000,0.000028,0.098018,0.000000,3606.151090
