Cnt,Particle,Generation,Kpx,Kpa,Kda,MaxAngle, Overshoot, J
434,14,7,2.267174,0,0.539436,1.820952,0,3405.429291
435,15,7,65.525027,88.749633,0.086354,22.104901,17.636624,77.131736
436,16,7,55.750616,0,0.989417,4.986197,0,3275.143061
437,17,7,1.378087,29.943342,1.005906,1.98539,6.614067,99.68435
438,18,7,24.035364,27.098007,0.372027,17.643609,24.993386,64.123007
439,19,7,64.653264,27.771905,0,22.104901,17.721003,78.063994
440,20,7,100,23.629856,1.09877,22.104901,17.246717,82.857496
441,21,7,1.879181,0.385764,0.029853,1.635119,0,131.744562
442,22,7,0.398103,9.706748,1.595723,0.990724,0,3566.809875
443,23,7,4.090522,7.666155,0.035251,4.986197,26.029285,79.034921
444,24,7,7.913858,0.192468,0.020368,4.216419,0,66.59376
445,25,7,0,81.462841,0.492563,1.810971,0,3608.338388
446,26,7,25.184296,0.355371,0.003603,17.041935,12.334373,36.520298
447,27,7,7.727571,0.940346,0.017744,6.948608,36.782921,62.741739
448,28,7,2.809044,0.656791,0.044156,2.448635,3.337915,60.411582
449,29,7,24.233949,0,1.453921,3.872578,0,3122.979145
450,30,7,0,0.594055,0.844239,0.818572,0,3627.519825
451,31,7,0.440031,1.150712,0.0119,0.586169,0,195.576004
452,32,7,0,14.253644,0.850628,0.97125,0,3622.938646
453,33,7,1.80597,64.381467,0.450146,2.817893,11.060537,97.120919
454,34,7,37.11967,0,0.017346,4.762768,0,3310.549257
455,35,7,7.493991,0,0.049196,2.705639,0,3339.915325
456,36,7,15.056893,2.969781,0.091064,10.733279,30.93671,65.53575
457,37,7,40.079151,0,0.004814,4.106596,0,3412.945854
458,38,7,0,25.458265,0,2.152414,0,3615.692127
459,39,7,10.342398,75.133364,2,8.476789,31.01613,62.926897
460,40,7,32.464461,81.42136,0.470382,21.978005,22.373561,66.785317
461,41,7,5.937859,1.070001,0.021916,5.578672,36.496153,67.536876
462,42,7,15.905377,11.105919,0,14.009564,22.067257,64.872452
463,43,7,20.642301,5.532325,0,16.918603,29.209049,69.879733
464,44,7,92.644366,14.978002,0,22.104901,16.202954,83.632316
465,45,7,96.513969,8.080734,0,22.104901,16.095063,83.889924
466,46,7,0,37.703267,1.844119,1.256064,0,3619.482938
467,47,7,72.654905,73.458131,0.041888,22.104901,16.913249,78.507056
468,48,7,52.458797,0,0,0.055351,0,3608.188443
469,49,7,62.865151,0.341231,0.000933,22.104901,12.27579,47.143313
470,50,7,11.070514,0,2,2.817893,0,3218.514672
471,51,7,17.632109,7.949337,0.119495,14.009564,24.489789,61.541622
472,52,7,36.067792,14.765015,0,22.104901,17.503423,70.580174
473,53,7,0,100,1.310681,1.412836,0,3626.436462
474,54,7,75.007436,2.10886,1.072435,12.884755,0.85657,51.344976
475,55,7,12.770417,100,0.683344,11.871692,34.704821,69.374746
476,56,7,15.249122,0,0.35795,3.689457,0,3094.400914
477,57,7,18.019992,93.390095,0.288595,14.986921,25.007177,65.27279
478,58,7,0,16.496819,0.190225,1.713433,0,3531.5872
479,59,7,0,1.682795,0.010276,0.117963,0,3604.532507
480,60,7,74.922571,13.491407,1.400115,22.104901,13.643546,61.008021
481,61,7,0,0,0,0.055351,0,3608.188443
482,62,7,81.669783,38.869661,0.00469,22.104901,17.013858,80.630729
483,63,7,66.416965,100,0.229722,22.104901,17.499324,77.806347
484,64,7,14.758171,13.513388,0.385575,10.742832,26.39999,58.793221
485,65,7,19.929866,1.477997,0.009981,15.91589,28.664652,70.023819
486,66,7,61.629539,8.377638,0.177002,22.104901,19.357525,77.229477
487,67,7,0,1.241633,0.660448,0.690589,0,3611.702227
488,68,7,50.660848,0,0.3239,4.986197,0,3197.910714
489,69,7,15.733129,0.665603,0.025792,10.481209,20.299499,44.285372
490,0,8,4.578837,15.972088,1.356619,3.560669,11.246407,68.121156
491,1,8,43.059856,10.921395,0,22.104901,17.783798,72.124747
492,2,8,68.184757,76.436715,1.492161,22.104901,18.571267,78.102773
493,3,8,32.304203,0.758235,0.000406,21.353669,20.07383,54.268108
494,4,8,2.348008,0,0,0.055351,0,3608.188443
495,5,8,25.587307,40.504642,0.122101,19.135796,26.822857,68.245567
496,6,8,2.994818,0.684975,0.031541,2.775748,5.677151,58.620345
497,7,8,0.747844,0.634863,0.012995,0.7897,0,220.100611
498,8,8,0.270634,1.802513,0.00675,1.488613,0,331.99487
499,9,8,28.058712,12.196521,0.211506,19.377786,23.878084,65.368168
500,10,8,7.805294,1.238269,0,8.574494,44.150908,75.988973
501,11,8,5.382198,13.311537,0,6.605695,28.154245,83.272045
502,12,8,4.824021,1.337881,0,6.019303,40.712207,78.671864
503,13,8,0,0,0.014961,0.061705,0,3608.137975
504,14,8,11.13736,84.423473,0,10.742832,28.523466,71.827701
505,15,8,100,79.582588,0.952528,22.104901,17.747817,93.516967
506,16,8,100,100,0.868086,22.104901,17.662618,89.008914
507,17,8,17.941106,0,0.399242,3.872578,0,3021.334185
508,18,8,10.622313,2.198692,0.153487,7.065364,33.605949,59.332343
509,19,8,56.416564,0,1.693957,4.986197,0,3135.271399
510,20,8,70.392915,22.175828,1.249602,22.104901,16.696171,66.664297
511,21,8,0,0.810105,0.040049,0.087123,0,3606.769825
512,22,8,19.785344,13.330954,2,9.683654,9.314098,44.545886
513,23,8,8.252493,11.212453,0.253939,7.286218,39.239619,75.690876
514,24,8,9.473219,0,0.016209,2.774069,0,3427.165475
515,25,8,88.086816,40.967899,0,22.104901,16.1761,82.273164
516,26,8,40.594032,0.55826,0,22.104901,14.596096,49.750951
517,27,8,5.258799,1.454077,0.010128,5.917128,45.846959,85.519621
518,28,8,0,0.581251,0.003996,0.06692,0,3607.319969
519,29,8,0,47.711552,0.721452,1.449023,0,3599.617057
520,30,8,51.908906,1.167361,0.610074,11.257224,0,47.145415
521,31,8,3.18495,1.614047,0,4.490739,37.581147,93.822554
522,32,8,69.294202,12.797421,0.339341,22.104901,18.800538,77.638557
523,33,8,7.547675,4.660878,0.823034,4.402709,1.302659,47.730677
524,34,8,61.390229,0.10485,0.002703,21.563963,0.118487,35.731341
525,35,8,7.586679,1.28821,0,8.385613,45.279812,78.269171
526,36,8,6.40904,15.26337,0,7.286218,33.868319,78.236747
527,37,8,5.802146,0,0.023542,2.27159,0,3438.299854
528,38,8,28.677142,21.171382,1.743764,15.374993,13.602303,46.387522
529,39,8,0,32.866933,0,2.646161,0,3659.697547
530,40,8,0,81.754746,0.116085,2.126514,0,3577.007272
531,41,8,1.500017,2.320363,0.032558,2.181899,27.290767,102.624203
532,42,8,26.679258,0,1.590317,3.872578,0,2965.582693
533,43,8,41.643522,0,0.52808,4.986197,0,3027.746926
534,44,8,41.72056,11.831683,2,18.030576,7.930457,46.657624
535,45,8,22.662924,77.09084,0.02707,18.430854,29.543406,68.701121
536,46,8,24.49981,31.080752,1.300092,15.162828,17.69555,54.376577
537,47,8,25.540912,100,0.319685,19.135796,26.622972,67.829818
538,48,8,43.259098,0,0.016373,4.969367,0,3306.257281
539,49,8,0,0.082537,0.002853,0.056168,0,3608.235465
540,50,8,15.011774,7.658823,0.634726,9.170816,18.176184,48.506966
541,51,8,39.299031,0,0,0.055351,0,3608.188443
542,52,8,0,24.24782,2,0.651404,0,3630.415981
543,53,8,39.325567,0,2,4.986197,0,3001.470352
544,54,8,36.03864,1.251879,0,22.104901,19.206323,67.544008
545,55,8,20.22436,65.31092,1.259767,14.986921,22.932262,58.487161
546,56,8,9.524993,100,0.120951,9.617189,42.581872,81.415224
547,57,8,0,57.51746,0.56865,1.352404,0,3595.909679
548,58,8,100,0,1.436062,6.130599,0,3179.851927
549,59,8,2.690945,0.891511,0.025511,2.863234,13.007209,63.94269
550,60,8,66.215342,19.961325,2,22.104901,13.595495,59.363435
551,61,8,0.105173,0.463006,0.017809,0.105227,0,2503.233045
552,62,8,73.83722,0,0,0.055351,0,3608.188443
553,63,8,0,0,0.543169,0.818259,0,3615.687617
554,64,8,0,0,0.883875,0.645755,0,3617.921712
555,65,8,11.520454,0.881984,0.031993,8.192739,28.00967,53.141784
556,66,8,8.952463,0,0.569656,2.817893,0,3213.440391
557,67,8,100,10.012897,0,22.104901,15.541511,82.302307
558,68,8,6.385161,29.43032,1.769149,4.968299,28.658654,62.365889
559,69,8,32.741293,0,0.008339,4.293402,0,3379.336038
560,0,9,9.965351,45.715651,1.300929,7.566816,39.049852,69.205231
561,1,9,16.934352,19.960372,1.334506,10.72211,21.342381,52.015123
562,2,9,0,51.447342,0.036721,2.253439,0,3571.630901
563,3,9,8.116399,0.279637,0.00252,6.481567,0.006534,45.821888
564,4,9,2.144597,0.895226,0.008963,2.6174,9.242237,68.80089
565,5,9,89.733988,0,0.48424,6.130599,0,3163.926854
566,6,9,3.211166,0.986995,0.028285,3.301903,20.469457,64.730698
567,7,9,2.69502,1.135388,0.016789,3.241859,22.670175,71.662408
568,8,9,2.367416,2.36509,0,3.70957,13.002439,86.496768
569,9,9,0,20.986746,0.177537,1.775784,0,3599.244388
570,10,9,0,1.398716,0.022244,0.081719,0,3604.334679
571,11,9,21.242837,43.964489,0.560037,15.912678,24.230198,63.986637
572,12,9,6.018585,0.700346,0.007586,6.103793,20.048183,51.003941
573,13,9,2.446237,0.828909,0.029227,2.554097,8.606297,64.495291
574,14,9,84.468792,100,0.379785,22.104901,16.900391,82.148908
575,15,9,0,0,1.911527,0.63076,0,3629.373308
576,16,9,37.618095,0,0.162904,4.7839,0,3171.348696
577,17,9,28.283591,6.378756,0,20.709234,24.97404,70.60993
578,18,9,0,0,0,0.055351,0,3608.188443
579,19,9,55.635842,4.983789,2,13.902117,0.217947,52.218432
580,20,9,4.985756,17.915194,0,6.130599,24.494642,77.095447
581,21,9,2.143076,0.354645,0.03125,1.803737,0,125.623443
582,22,9,57.721745,0,0,0.055351,0,3608.188443
583,23,9,2.171841,3.483557,1.160591,1.820952,0,228.962364
584,24,9,2.42369,0.592801,0.008219,2.527144,0.569982,69.354601
585,25,9,100,0,1.066117,6.130599,0,3266.287092
586,26,9,50.249035,0.233674,0.006978,22.092997,6.815182,39.868095
587,27,9,0,0,0.000485,0.055752,0,3608.187482
588,28,9,8.666681,0.48609,0,8.576848,13.740148,41.97344
589,29,9,46.339538,66.878446,0,22.104901,17.229349,73.243688
590,30,9,49.821424,1.483944,0.61864,13.099493,1.924335,47.188749
591,31,9,4.606936,1.556067,0.019965,4.988237,45.863667,87.829315
592,32,9,81.060697,0,0,0.055351,0,3608.188443
593,33,9,9.608204,47.574122,0.645484,8.476789,31.842288,69.03073
594,34,9,0,0.717657,0.006039,0.061027,0,3606.899755
595,35,9,0,1.316174,0.030456,0.089709,0,3605.081138
596,36,9,0,18.471,0.101162,1.747721,0,3683.106406
597,37,9,0,0.155136,0.023641,0.06506,0,3608.167641
598,38,9,75.547799,0.902036,2,6.195542,0,169.366173
599,39,9,44.725144,0,2,4.986197,0,3401.006798
600,40,9,33.191023,36.8347,1.319759,20.788804,20.855923,63.808346
601,41,9,0,2.219193,0.018443,1.25895,0,3657.839603
602,42,9,11.212938,5.35906,1.334674,5.121607,0,51.33285
603,43,9,31.964004,9.821224,0.93314,15.374993,11.605466,47.971656
604,44,9,0,0.760398,0,0.065851,0,3606.713637
605,45,9,0,100,0.164474,2.109951,0,3577.746164
606,46,9,19.878273,0,0,0.055351,0,3608.188443
607,47,9,0,0,0.514849,0.780958,0,3614.119595
608,48,9,0,0.003091,0.009386,0.060555,0,3608.144875
609,49,9,27.29508,0.393626,0.034826,13.544552,9.308129,36.614618
610,50,9,23.803909,6.570471,0,18.574031,30.14428,71.721082
611,51,9,57.814082,0.050066,0.033557,8.094757,0,57.925398
612,52,9,41.247791,19.114402,0,22.104901,16.682629,71.574457
613,53,9,91.854728,100,0,22.104901,16.219684,81.932444
614,54,9,0,0,0.115719,0.112115,0,3607.689341
615,55,9,3.023375,2.30327,0.458816,2.153161,0,97.156343
616,56,9,4.743086,0,0.133848,2.17923,0,3230.128787
617,57,9,34.187863,11.564091,0.699357,19.11153,17.868724,55.431407
618,58,9,0,6.092195,1.60059,0.623952,0,3629.03055
619,59,9,5.986785,0,0.0288,2.417676,0,3414.186053
620,60,9,0,17.594264,0,2.715129,0,3675.375893
621,61,9,3.696439,1.099547,0.022722,3.903851,27.863674,68.278745
622,62,9,0,0.223934,0.019378,0.064082,0,3608.102267
623,63,9,12.877374,100,0.702689,11.871692,36.240471,73.49849
624,64,9,30.910576,17.516877,1.288782,15.912678,15.342784,51.290096
625,65,9,0,0,0.048786,0.074455,0,3608.398522
626,66,9,58.839441,12.342975,0.705018,22.104901,17.390622,63.946258
627,67,9,0,10.658216,0.605572,1.131651,0,3628.55865
628,68,9,0,94.626257,1.21136,1.769005,0,3702.069944
629,69,9,12.771691,0.51662,0,11.717017,21.676298,42.815524
630,0,10,13.541343,29.65219,0.644903,10.742832,30.883237,63.612055
631,1,10,0,2.04877,2,0.63542,0,3629.6082
632,2,10,1.224054,0,0.874812,1.025662,0,3595.021057
633,3,10,0,0,0.004846,0.057075,0,3608.181526
634,4,10,1.920844,1.879974,0.018822,2.732314,35.978088,105.395502
635,5,10,56.564452,32.168403,0.875099,22.104901,18.927609,72.143251
636,6,10,2.285997,0,0.009038,0.580886,0,3575.596528
637,7,10,5.646323,0.743927,0.003516,6.208258,21.226116,52.974856
638,8,10,6.412977,2.359797,0.002627,7.405845,57.781052,97.264061
639,9,10,38.938432,25.966862,0.09248,22.104901,18.034613,69.59361
640,10,10,3.634598,0,0.042741,1.944181,0,3424.139352
641,11,10,38.301407,31.1274,0.427288,22.104901,18.630068,69.294828
642,12,10,0.090695,0,0.013889,0.062004,0,3606.11391
643,13,10,0.849121,1.153811,0.031738,1.092118,2.650556,105.728433
644,14,10,83.657526,37.708733,1.519414,22.104901,17.258001,76.213698
645,15,10,55.186769,23.758887,2,22.104901,14.97714,61.832354
646,16,10,0,3.943168,0,2.275556,0,4170.67392
647,17,10,26.917459,24.526983,0.196847,19.761602,23.928022,64.847803
648,18,10,1.001907,0,0.033041,0.606013,0,3555.717171
649,19,10,14.907113,100,0,14.009564,22.101698,68.265913
650,20,10,0,18.813122,0.970612,1.065173,0,3571.209761
651,21,10,4.408247,0.559242,0.010805,4.252667,5.978581,50.275791
652,22,10,47.582134,0.01628,0.00412,6.406721,0,131.082691
653,23,10,0,0,0.911244,0.689085,0,3611.276806
654,24,10,0,1.244883,0,0.088496,0,3606.340276
655,25,10,15.19285,87.145378,0.766422,13.002718,31.258608,67.241305
656,26,10,41.664689,0.425242,0.007433,22.060082,12.505023,45.318275
657,27,10,13.588986,0.380427,0,11.722606,13.732118,37.379689
658,28,10,16.936116,0,0.002007,1.32064,0,3557.427316
659,29,10,47.879141,37.452734,0.249398,22.104901,18.733872,73.882211
660,30,10,28.914545,1.382759,0.917123,7.026324,0,54.391752
661,31,10,3.236953,0.516701,0.036379,2.643028,0.342399,60.712744
662,32,10,47.404926,0.092837,0.002843,17.809739,0.00356,33.884149
663,33,10,0,100,0,2.116392,0,3577.452106
664,34,10,6.168405,0.948711,0.002606,6.944903,32.781763,62.149583
665,35,10,7.724815,0,0.038351,2.71947,0,3365.023667
666,36,10,11.456878,0,0.088031,3.139438,0,3171.680924
667,37,10,1.306077,0.174396,0.022759,0.884287,0,710.744272
668,38,10,100,0,0,0.055351,0,3608.188443
669,39,10,32.788375,40.086425,1.209502,20.788804,22.040389,64.782222
670,40,10,100,0,2,6.130599,0,3194.837068
671,41,10,1.42873,0,0.00032,0.057684,0,3607.48606
672,42,10,18.326811,8.040517,0.857817,10.123749,15.777433,45.722181
673,43,10,22.961469,15.200945,0.566065,14.986921,20.4418,54.848518
674,44,10,2.888057,0,0.00437,0.41707,0,3588.507393
675,45,10,9.452784,74.684694,0.530209,9.617189,35.86576,71.432028
676,46,10,11.082892,0.088402,0.002218,4.705696,0,98.492031
677,47,10,60.626111,53.086596,0.526853,22.104901,18.167379,75.517961
678,48,10,2.901455,0.67387,0.000153,3.409327,5.360316,60.079822
679,49,10,100,0.595848,0,22.104901,15.269302,70.852969
680,50,10,69.470455,0.561588,0.324594,12.736882,0.454412,52.813189
681,51,10,39.841159,0.426888,0.0571,17.193086,9.772482,41.533692
682,52,10,47.538807,0,0.937105,4.986197,0,3005.5386
683,53,10,100,0,1.053936,6.130599,0,3210.880272
684,54,10,3.420105,0.604349,0.223522,2.042622,0,147.766694
685,55,10,0,40.420036,0,2.747215,0,3612.28787
686,56,10,7.435061,11.603452,0.317457,6.130599,46.383626,78.643858
687,57,10,29.812778,42.076308,0.548088,20.750814,24.269454,68.43583
688,58,10,32.880877,9.002755,0,22.060149,20.916615,71.381446
689,59,10,5.211831,0.107721,0.023011,2.681275,0,181.68452
690,60,10,21.676415,19.963055,0.131624,16.78556,24.23397,65.370409
691,61,10,4.592846,1.292823,0.006807,5.469633,38.904816,76.782607
692,62,10,0.204673,1.011923,0.02263,0.256621,0,836.456224
693,63,10,25.557749,36.838418,0.615844,18.430854,24.598078,62.926873
694,64,10,65.449474,16.688353,0.317377,22.104901,18.594248,75.41898
695,65,10,2.658546,0.203733,0.021854,1.826671,0,187.492492
696,66,10,72.651776,15.514904,0,22.104901,16.074859,75.551767
697,67,10,35.619062,1.420136,2,4.986197,0,155.526929
698,68,10,10.088019,100,0,10.742832,28.742922,72.677886
699,69,10,0,0.709646,0.007237,0.060634,0,3606.939609
700,0,11,7.899648,11.27644,0.404602,6.35715,48.432052,77.183176
701,1,11,13.65363,0,1.027138,3.19696,0,3318.231534
702,2,11,79.031719,90.608397,1.566014,22.104901,18.414234,83.905569
703,3,11,7.394095,0.256869,0.006019,5.386842,0,53.512864
704,4,11,8.97587,2.05947,0.024534,8.399237,43.907263,90.386759
705,5,11,12.076917,28.264822,1.369135,8.531207,28.563805,59.223337
706,6,11,3.414602,0.205867,0,2.464466,0,136.23942
707,7,11,4.886649,0.200249,0,3.475105,0,98.086579
708,8,11,8.333655,0.461279,0.010283,6.880066,10.559753,41.158969
709,9,11,66.723273,0,0.114919,5.288632,0,3101.081593
710,10,11,7.70011,0.760357,0.017594,6.651984,28.243122,53.660263
711,11,11,93.770943,2.054535,0,22.104901,17.287667,86.254719
712,12,11,0,1.582924,0.007058,0.124564,0,3603.802206
713,13,11,6.058704,0.863708,0.01086,6.120416,28.525416,57.978251
714,14,11,92.774532,0,0.725538,6.130599,0,3256.806615
715,15,11,100,56.799921,1.690916,22.104901,17.849096,87.19513
716,16,11,80.051014,27.561404,0.014626,22.104901,18.154762,82.439015
717,17,11,22.925746,28.649856,1.198239,15.006017,21.181242,56.964697
718,18,11,8.984928,0.089936,0.041322,3.283957,0,126.067494
719,19,11,8.880466,0,2,2.817893,0,3368.655073
720,20,11,19.850264,19.728799,0.789209,13.115946,25.522742,59.237987
721,21,11,7.03137,0.216193,0,5.178677,0,65.200534
722,22,11,3.737214,0.33877,0.0083,3.101322,0,77.069671
723,23,11,5.620883,6.571613,0.085507,6.068908,55.183552,92.36301
724,24,11,5.123508,1.352786,0.019637,5.311422,42.679774,79.904491
725,25,11,0,100,0,2.116392,0,3577.452106
726,26,11,73.729309,0.56581,0.001163,22.104901,15.787833,61.202997
727,27,11,4.946029,0.593956,0.011944,4.714614,9.854199,48.955733
728,28,11,11.093543,0.300798,0.007625,7.997611,2.364,36.655563
729,29,11,24.108616,0,0.474914,3.872578,0,2955.244679
730,30,11,41.853696,1.066934,1.100934,6.355222,0,107.205498
731,31,11,5.051398,0,0.023774,2.098877,0,3450.045876
732,32,11,0,0.419768,0.002156,0.064623,0,3607.770086
733,33,11,3.1774,30.029394,0.133675,4.08015,23.347167,81.183755
734,34,11,32.541876,0.251564,0,19.621468,7.917491,35.539601
735,35,11,9.568239,0.007556,0.008608,2.338965,0,2024.97162
736,36,11,23.425922,21.080656,0,18.430854,29.010686,68.019497
737,37,11,3.282737,0.265706,0.015728,2.38917,0,109.579524
738,38,11,8.014147,0.05378,0.003433,2.49603,0,263.642137
739,39,11,5.022946,100,0.609454,6.130599,29.695405,75.414024
740,40,11,0,4.45558,0.288116,0.926397,0,3602.45367
741,41,11,8.665115,0.273066,0,7.116337,0.022903,44.266111
742,42,11,30.534411,35.892224,0.190382,21.21289,22.43843,68.015546
743,43,11,10.405775,0,0.177903,2.915792,0,3259.870136
744,44,11,8.455372,0.081704,0.009094,3.581786,0,140.318979
745,45,11,55.438815,40.060883,0.261186,22.104901,18.642282,73.869734
746,46,11,0,0.262221,0.00618,0.060667,0,3608.083144
747,47,11,59.404022,55.050825,0.28735,22.104901,17.498601,74.099072
748,48,11,6.515952,1.402801,0,7.563462,46.828867,83.490963
749,49,11,0,0.004926,0.005633,0.057864,0,3608.175973
750,50,11,99.334428,0,1.146112,6.130599,0,3193.184562
751,51,11,0,0.635725,0.01627,0.061911,0,3607.222358
752,52,11,37.683898,7.677531,1.168469,17.455744,6.195986,43.228484
753,53,11,0,100,1.120463,1.22107,0,3607.250394
754,54,11,8.461878,0.077215,0.090938,2.947212,0,175.969969
755,55,11,24.436517,81.316253,0.766708,18.430854,26.494967,67.117286
756,56,11,11.356024,90.976244,0.919326,10.742832,28.46105,63.627225
757,57,11,8.62275,95.154897,0.194545,9.617189,34.667143,85.239722
758,58,11,51.61316,0,0.586482,4.986197,0,3227.776383
759,59,11,1.29305,0.459257,0,1.316241,0,163.980694
760,60,11,67.076986,6.224955,1.718633,18.722747,3.060988,46.239959
761,61,11,3.130376,0.501555,0,3.306886,0.329554,63.501581
762,62,11,11.481611,1.101674,0.013308,10.082342,32.030099,60.70596
763,63,11,28.578934,0,0.39013,3.872578,0,3192.440376
764,64,11,99.773583,9.455607,0,22.104901,15.309827,79.217657
765,65,11,11.869813,0.498013,0,11.04985,20.887496,42.52808
766,66,11,89.010238,0,0.017162,5.965633,0,3273.629339
767,67,11,100,3.07611,0.923829,22.104901,5.381705,58.277226
768,68,11,83.106672,0,1.989997,6.130599,0,3266.129718
769,69,11,28.960996,0,0.014656,4.353327,0,3342.848337
770,0,12,6.172456,30.771492,0.153607,7.286218,32.909065,80.953476
771,1,12,35.325202,0.816989,0,22.00309,18.652435,56.64507
772,2,12,100,100,0.336196,22.104901,17.150961,86.265959
773,3,12,15.843884,0.576993,0,13.721646,19.771311,42.707153
774,4,12,14.836051,1.092499,0.013649,12.308338,28.645716,58.550565
775,5,12,30.711994,4.25918,0.941861,12.806419,2.864339,40.965812
776,6,12,9.871382,0.50424,0.001938,9.252941,17.660833,42.4731
777,7,12,3.325122,0,0.000211,0.062578,0,3607.145547
778,8,12,6.420982,0,0.013678,2.043179,0,3480.286699
779,9,12,0,36.551385,0.120191,2.212381,0,3655.949381
780,10,12,4.214418,1.541778,0,5.502489,42.649572,92.982991
781,11,12,96.046488,4.672277,0.712422,22.104901,10.47896,56.26359
782,12,12,4.064694,1.112719,0,5.267831,30.569751,69.081345
783,13,12,4.639774,0.718581,0.011556,4.720069,15.672265,52.96254
784,14,12,31.237974,6.331846,0,21.697874,22.182184,70.725441
785,15,12,12.948952,10.367812,0,12.269573,42.659434,78.566989
786,16,12,100,67.672393,0.371436,22.104901,17.737645,90.638515
787,17,12,0,0,0.736821,0.656062,0,3613.308816
788,18,12,0,0.618418,0.018927,0.063175,0,3607.275409
789,19,12,100,71.45489,1.031828,22.104901,17.747817,91.134073
790,20,12,100,0.004788,0,3.40777,0,235.765273
791,21,12,9.916805,0,0,0.055351,0,3608.188443
792,22,12,0,0.613877,0.00953,0.062526,0,3607.231179
793,23,12,7.70937,11.105783,0,8.476789,49.341631,88.330238
794,24,12,7.404012,1.240948,0.037939,5.992284,44.321062,75.767816
795,25,12,30.090766,0,0.578431,3.933447,0,3159.644177
796,26,12,55.246022,0.808099,0.004363,22.104901,17.616498,64.899919
797,27,12,0,0.004611,0.019565,0.06209,0,3608.098559
798,28,12,0,0.681298,0.013523,0.060458,0,3607.089727
799,29,12,1.929188,53.248724,2,2.257564,7.955452,111.869884
800,30,12,34.136407,0.958833,1.26025,5.11586,0,108.499714
801,31,12,5.49795,0.45098,0,5.536582,3.60121,46.599566
802,32,12,0.540927,0.828419,0.002547,0.67512,0,237.742903
803,33,12,6.544647,0,0.162184,2.471887,0,3189.977215
804,34,12,33.932894,0,0.002745,3.163541,0,3479.181964
805,35,12,5.833647,0.32995,0,5.236229,0.006356,52.612192
806,36,12,23.047686,22.870024,0.088762,17.694269,26.065869,66.767854
807,37,12,9.011496,0.370793,0.00151,8.071184,5.332798,38.952781
808,38,12,0,0.224892,0.006695,0.060016,0,3608.134762
809,39,12,0,0,0,0.055351,0,3608.188443
810,40,12,100,28.924876,0,22.104901,15.514142,81.177413
811,41,12,16.62514,0.573438,0,14.2014,19.397156,42.392453
812,42,12,37.836396,21.294284,0.203563,22.104901,18.952237,68.249037
813,43,12,7.288989,5.048721,0,8.365543,54.481522,90.973008
814,44,12,9.530937,0.58637,0.005197,8.771156,22.683348,46.129368
815,45,12,66.176729,0,0,0.055351,0,3608.188443
816,46,12,19.584327,0.474549,0.007814,14.214217,15.22383,38.991904
817,47,12,20.737613,28.251937,0,16.78556,25.022126,66.974976
818,48,12,5.608572,0.927509,0.000174,6.616999,29.956959,60.918807
819,49,12,3.078245,0,0.012191,0.963035,0,3549.238017
820,50,12,61.061241,8.112645,0.946384,22.104901,11.968496,53.285635
821,51,12,0.479678,0.940462,0,0.638998,0,233.897907
822,52,12,19.2373,9.513775,0.677679,11.851629,17.368417,50.311474
823,53,12,46.773288,57.800392,0,22.104901,17.243292,73.535187
824,54,12,7.186376,0,0,0.055351,0,3608.188443
825,55,12,35.102884,62.645376,0.66237,22.104901,19.007711,65.791057
826,56,12,8.836966,56.551741,1.015635,7.370569,39.023858,73.121823
827,57,12,18.581907,84.866822,0,15.912678,24.346865,66.056411
828,58,12,100,12.06112,1.583832,22.104901,12.497344,60.173588
829,59,12,1.490871,1.108071,0.022669,1.894758,10.053095,80.994535
830,60,12,43.212954,3.926909,2,9.344516,0.99795,51.739867
831,61,12,1.523356,0,0.002951,0.185119,0,3601.201731
832,62,12,0.658052,0,0.006171,0.139298,0,3601.732442
833,63,12,8.947993,35.943188,0,9.617189,38.590233,79.556421
834,64,12,100,0,1.710258,6.130599,0,3037.7718
835,65,12,7.550575,0.800516,0.024712,6.111026,29.759156,55.443266
836,66,12,66.80665,11.750584,0.936378,22.104901,15.277937,60.58542
837,67,12,46.248585,4.78537,0.262971,22.104901,17.541628,61.719041
838,68,12,83.020971,70.357051,2,22.104901,17.899263,81.114631
839,69,12,31.639515,0.414223,0,20.433786,14.678266,41.669172
840,0,13,7.406102,77.010485,0.514126,7.286218,51.535049,88.717811
841,1,13,16.349215,8.674814,0.015306,14.269363,23.04407,64.939146
842,2,13,31.682331,0,0.77432,4.234421,0,3124.832807
843,3,13,14.24601,0.148896,0.001782,8.26485,0,48.994563
844,4,13,5.915273,0,0,0.055351,0,3608.188443
845,5,13,50.00482,0,0,0.055351,0,3608.188443
846,6,13,7.8064,0.655343,0.001764,8.06871,23.011754,49.010692
847,7,13,4.907683,0.431151,0.000144,4.851679,1.407929,50.14609
848,8,13,1.822126,1.613686,0.00282,2.805355,28.369195,100.741552
849,9,13,30.154096,41.961601,0.10932,21.21289,20.846046,66.250976
850,10,13,7.826294,0.294515,0.002084,6.435131,0.051471,45.237344
851,11,13,0,48.341038,0.715299,1.654706,0,3585.454556
852,12,13,12.382227,0,0.001224,0.632616,0,3585.948072
853,13,13,5.011179,0.400456,0.019364,3.848396,0.219203,51.468383
854,14,13,36.769346,19.861172,0.127884,22.104901,19.468314,69.262997
855,15,13,0,0,0.038217,0.068588,0,3608.214991
856,16,13,0,100,1.195755,1.789053,0,3670.815844
857,17,13,22.668163,40.797445,0,18.430854,29.520957,69.632678
