Cnt,Particle,Generation,Kpx,Kpa,Kda,MaxAngle, Overshoot, J
858,18,13,5.173785,0.584562,0,5.773723,10.502451,48.444452
859,19,13,84.672424,100,0,22.104901,16.872887,82.276407
860,20,13,98.462738,0,0,0.055351,0,3608.188443
861,21,13,5.44097,0.30954,0,4.769407,0,59.277429
862,22,13,4.330647,0.395516,0.001885,4.039311,0.015896,58.291607
863,23,13,5.647811,13.74353,0.237979,5.755429,44.620317,82.240071
864,24,13,7.672761,0,0.030099,2.672925,0,3390.7801
865,25,13,61.127629,39.127689,0.657448,22.104901,18.377572,75.955387
866,26,13,24.419451,0,0,0.055351,0,3608.188443
867,27,13,8.916541,0,0.002381,0.80526,0,3576.029287
868,28,13,10.222452,0.239063,0.00839,6.738911,0.007042,43.758471
869,29,13,14.724084,48.602957,1.630481,10.742832,27.473581,58.271756
870,30,13,33.301869,0.601491,0.868801,5.170276,0,144.62936
871,31,13,7.03141,0.870686,0,7.815888,32.119461,59.012692
872,32,13,11.087617,0.883247,0.002943,10.580636,30.510009,55.1558
873,33,13,8.457187,100,0.28702,8.476789,38.732688,75.527042
874,34,13,23.280799,0.38705,0.000237,17.032803,14.766564,37.424993
875,35,13,2.055127,0.607635,0,2.352513,0.14048,78.164164
876,36,13,16.286619,0,0.169158,3.60467,0,3135.890107
877,37,13,13.317549,0.361367,0.001591,11.075892,11.365423,36.539711
878,38,13,15.047056,0.269242,0,11.727062,4.352108,33.733402
879,39,13,9.445943,0.269017,0,7.68734,0.119634,41.885908
880,40,13,76.049304,34.051599,1.539085,22.104901,17.437503,75.896669
881,41,13,9.903634,0.317122,0,8.649111,2.736813,38.006421
882,42,13,42.138283,0,0.997382,4.986197,0,2994.6757
883,43,13,47.787867,5.471138,0.441754,22.104901,14.86865,56.942645
884,44,13,1.760091,0.409825,0,1.714491,0,132.103613
885,45,13,52.879228,0.111457,0,21.215587,0.367773,35.07064
886,46,13,12.016641,0.471746,0.007846,9.697195,18.851487,41.168585
887,47,13,2.3338,45.688505,0.212624,3.872578,10.860906,85.73249
888,48,13,3.631728,0.12715,0.00033,2.004396,0,235.32964
889,49,13,6.325223,0.498625,0.017691,5.060325,7.972388,44.211671
890,50,13,8.511985,14.323787,0.813116,6.063418,34.781774,65.007361
891,51,13,12.053702,0.308476,0,10.172438,4.716033,35.710698
892,52,13,3.078569,8.946151,0.846013,2.817893,6.320803,84.005121
893,53,13,92.429469,0,2,6.130599,0,3135.143692
894,54,13,5.858017,0.150907,0.018765,3.194411,0,109.098536
895,55,13,0,25.795019,0,2.162067,0,3606.089265
896,56,13,8.441644,0,0.271051,2.817893,0,3142.768688
897,57,13,55.652649,6.493292,0.104724,22.104901,19.966473,75.990898
898,58,13,88.761527,14.807108,0.042477,22.104901,16.284974,81.707949
899,59,13,6.921382,1.229693,0.03513,5.826038,44.64757,76.17211
900,60,13,28.606342,19.909905,1.058427,15.976375,17.937806,53.858218
901,61,13,1.902069,0.739923,0.000309,2.30346,2.216017,73.971659
902,62,13,0,1.003541,0,0.068218,0,3605.959092
903,63,13,3.313263,100,0.343964,4.986197,17.662432,88.962737
904,64,13,0,26.833608,1.571881,0.733167,0,3644.360285
905,65,13,0,0.134798,0.02668,0.066085,0,3608.181107
906,66,13,0,12.725298,1.17826,0.648784,0,3625.988884
907,67,13,0,13.778767,1.366135,0.621046,0,3628.884537
908,68,13,2.486102,61.895218,0.331552,3.872578,14.357088,96.38576
909,69,13,0,0.911883,0.001,0.066014,0,3606.181328
910,0,14,10.421563,41.664754,0.889243,8.476789,32.375392,64.327151
911,1,14,0,21.551592,1.543607,1.037054,0,3593.505308
912,2,14,0,67.952921,1.456697,1.454045,0,3633.88283
913,3,14,8.543962,0,0.004868,1.306605,0,3544.074235
914,4,14,0,1.381708,0.002066,0.097196,0,3604.766136
915,5,14,55.874919,0.046706,0,14.713988,0,45.552401
916,6,14,3.783797,0.199443,0,2.68895,0,126.427426
917,7,14,10.290643,0.694463,0,10.206415,29.549103,51.259771
918,8,14,0,2.938183,0,2.185326,0,3592.230508
919,9,14,55.955917,0,0.147734,4.986197,0,3179.283521
920,10,14,11.799357,0,0.004376,1.675032,0,3529.13863
921,11,14,76.165416,57.138907,0,22.104901,17.461442,81.109817
922,12,14,16.9373,0.399741,0.006711,12.470303,13.816768,36.917375
923,13,14,2.307557,1.086601,0.025122,2.669908,17.652552,71.501509
924,14,14,43.444069,57.320502,1.245631,22.104901,18.116907,67.302509
925,15,14,2.164009,0.168514,0.035763,1.578494,0,344.137085
926,16,14,25.331151,70.733117,0.401214,19.135796,28.169895,70.44808
927,17,14,37.068033,30.371036,1.320387,22.104901,17.745847,59.784983
928,18,14,9.458077,0,0.035377,2.997907,0,3351.547114
929,19,14,15.405048,49.528887,1.430108,10.771162,27.968318,59.043653
930,20,14,97.932258,0.371706,0,22.104901,13.675808,56.58757
931,21,14,0.774362,0.627712,0,0.908455,0,212.486818
932,22,14,13.549478,0.054928,0,4.203906,0,129.586589
933,23,14,1.26243,0,0.496132,1.067153,0,3533.951333
934,24,14,4.203249,0.792342,0,5.15861,17.725222,56.306576
935,25,14,44.936626,100,0.247867,22.104901,16.476247,70.574497
936,26,14,0,0.261756,0,0.056236,0,3608.144606
937,27,14,12.843858,0.517282,0,11.759845,21.643501,42.773184
938,28,14,19.482614,0,0,0.055351,0,3608.188443
939,29,14,58.374083,0,0.133614,5.034853,0,3158.628426
940,30,14,32.88388,0.094622,0.004019,12.95575,0.003248,38.796872
941,31,14,8.582304,0.372479,0,7.974517,4.821799,39.560482
942,32,14,12.836694,0.346667,0.000084,10.994739,9.359578,36.128932
943,33,14,0.256034,0,0.926026,0.809271,0,3605.794904
944,34,14,6.074456,0.557252,0,6.565767,11.80445,46.20345
945,35,14,4.477133,0.587352,0,5.015501,8.096314,50.514754
946,36,14,6.145387,22.485493,0.208931,6.130599,38.817528,79.353398
947,37,14,13.712753,0.279295,0.005424,9.754611,3.436999,34.455759
948,38,14,19.977383,0.133386,0.003836,10.176507,0.003315,41.663121
949,39,14,19.83648,0.564935,0,15.946905,20.517287,42.826073
950,40,14,3.481478,56.535296,2,3.872578,22.819305,73.585943
951,41,14,1.142607,0,0,0.055351,0,3608.188443
952,42,14,29.108665,30.621282,1.384809,17.643609,21.054113,58.830411
953,43,14,37.473421,8.176825,0.422335,21.968832,16.828556,58.727954
954,44,14,0,0.088546,0,0.054599,0,3608.251515
955,45,14,40.408032,0.401452,0,22.065412,12.450814,44.444378
956,46,14,0.541673,0,0,0.055351,0,3608.188443
957,47,14,0,46.956507,0.249547,1.916209,0,3597.723105
958,48,14,2.479958,0,0.003343,0.304886,0,3595.318316
959,49,14,9.197928,0.253109,0,7.277779,0.005822,44.894614
960,50,14,0,7.826792,1.076372,0.69966,0,3627.282807
961,51,14,11.407807,0.000471,0,0.084298,0,3459.361331
962,52,14,0.401546,3.007973,0.776473,0.990724,0,3484.245099
963,53,14,80.362401,100,0,22.104901,16.64132,79.246041
964,54,14,0,0.426813,0.054042,0.091737,0,3607.8685
965,55,14,21.68747,9.879623,0.616188,13.430035,21.241574,53.931737
966,56,14,4.062102,15.450961,0,5.350214,21.866352,88.579746
967,57,14,48.89896,0.490475,0.211815,12.306543,0.554627,44.867776
968,58,14,0,6.78569,0,2.386893,0,3738.262279
969,59,14,3.739251,0.648941,0.033796,3.171953,7.426675,53.694869
970,60,14,10.121051,25.696271,0,10.742832,29.884154,69.904009
971,61,14,9.641781,1.093021,0,9.948546,37.333915,65.372828
972,62,14,8.52977,1.180294,0.030587,7.003832,38.732893,68.795372
973,63,14,27.675202,63.967254,0.74521,19.761602,24.122899,66.971866
974,64,14,40.443519,23.384859,0.455544,22.104901,18.304027,66.20739
975,65,14,12.857975,0,0,0.055351,0,3608.188443
976,66,14,26.901424,0,0.501007,3.872578,0,3141.139558
977,67,14,100,11.769971,2,22.104901,8.995445,55.843678
978,68,14,0,0,0,0.055351,0,3608.188443
979,69,14,8.090892,0,0.008009,1.805616,0,3509.410606
980,0,15,9.551606,0,0.50095,2.817893,0,3231.055835
981,1,15,34.702429,17.839962,2,15.374993,11.677662,47.413098
982,2,15,100,71.696042,2,22.104901,17.991447,87.351802
983,3,15,1.706376,0.627503,0.007133,1.836445,0,90.187792
984,4,15,8.172135,1.215714,0.00732,8.283055,41.320372,72.357182
985,5,15,16.036293,0.204926,0,11.261904,0.189562,34.989518
986,6,15,0.535179,0,0.002493,0.079394,0,3606.092305
987,7,15,7.889406,0.076428,0.00021,3.139397,0,163.753146
988,8,15,2.802443,2.353904,0.002006,4.054599,23.496135,86.446524
989,9,15,42.654282,21.64733,0.262633,22.104901,19.398811,69.763615
990,10,15,5.946851,0.322168,0.004707,4.901669,0.006305,52.889979
991,11,15,75.726817,0,0.409342,5.567092,0,3057.26371
992,12,15,0,1.01878,0.007308,0.064732,0,3606.279864
993,13,15,1.484767,1.123773,0,2.075411,10.693839,81.887456
994,14,15,66.893475,50.950098,1.425308,22.104901,17.932683,75.085043
995,15,15,5.483427,0.392947,0,5.23219,0.898758,48.742091
996,16,15,100,0,0,0.055351,0,3608.188443
997,17,15,0,0,2,0.633945,0,3629.533847
998,18,15,2.396745,0.080826,0.048611,1.635905,0,879.226333
999,19,15,12.698643,0,2,2.817893,0,3483.16014
1000,20,15,70.96282,0.356671,0,22.104901,13.029621,49.616128
1001,21,15,3.211052,0.179058,0.002934,2.07419,0,172.775887
1002,22,15,9.423228,0.041972,0.001449,2.392259,0,301.86844
1003,23,15,1.877625,0.817337,0.786922,1.71162,0,3156.235846
1004,24,15,6.911987,1.2563,0.011744,7.025964,45.594796,77.769473
1005,25,15,35.338327,0,0,0.055351,0,3608.188443
1006,26,15,5.479977,0.579038,0,6.064684,11.234122,47.70388
1007,27,15,6.858896,0.725233,0.000358,7.526667,24.352883,52.050975
1008,28,15,20.872023,0.384133,0.009356,13.989306,11.891144,36.187122
1009,29,15,80.003783,43.953341,0.433801,22.104901,18.450583,81.639436
1010,30,15,25.919218,0.693767,0.64693,5.28045,0,113.10162
1011,31,15,10.288287,0,0,0.055351,0,3608.188443
1012,32,15,0,0.005577,0.000119,0.054472,0,3608.193949
1013,33,15,0.677561,38.687425,0.396886,2.150684,0.705948,146.251179
1014,34,15,14.744305,0,0.001569,0.934415,0,3573.867606
1015,35,15,11.82568,0.512499,0,11.052266,21.672247,43.135421
1016,36,15,0,22.311956,0.076388,1.685323,0,3594.213517
1017,37,15,0,0.171352,0.015007,0.06241,0,3608.159204
1018,38,15,16.351666,0,0.00354,1.990828,0,3520.40179
1019,39,15,5.392306,0.280184,0,4.521399,0,65.465644
1020,40,15,63.77028,67.075839,0,22.104901,17.563311,76.886225
1021,41,15,8.014125,0.318495,0,7.053298,0.793267,42.353093
1022,42,15,1.710203,44.920497,0.285345,3.234219,6.90567,106.111422
1023,43,15,20.162643,11.085849,0.276086,14.266053,21.705837,56.579203
1024,44,15,11.396219,0,0,0.055351,0,3608.188443
1025,45,15,24.896268,0.443768,0,18.047511,16.845831,40.171063
1026,46,15,5.20072,0.082774,0.001998,2.134369,0,263.050374
1027,47,15,75.334315,84.432587,0.142261,22.104901,17.461442,80.635598
1028,48,15,7.113072,0.833425,0.003043,7.583634,30.590855,57.151592
1029,49,15,12.357904,0,0,0.055351,0,3608.188443
1030,50,15,56.621415,0,0.577971,4.986197,0,3126.122853
1031,51,15,0,0.923615,0,0.067073,0,3606.090008
1032,52,15,9.813322,4.292737,0.801185,5.104147,20.41026,53.744854
1033,53,15,46.667273,0,0.975665,4.986197,0,3232.290755
1034,54,15,6.248623,0.119581,0.075216,2.632213,0,139.496451
1035,55,15,35.056213,22.224906,0.769012,21.827432,20.893532,62.619854
1036,56,15,3.860425,100,0.347642,4.986197,21.833478,84.244464
1037,57,15,4.760237,3.200794,0.191286,3.821283,42.858573,76.129332
1038,58,15,100,0,0.54914,6.130599,0,3095.421702
1039,59,15,0,0.077491,0,0.054828,0,3608.245402
1040,60,15,13.224265,8.009229,1.666281,6.223276,9.482413,44.911013
1041,61,15,2.85432,0.69298,0,3.385303,5.923482,60.480638
1042,62,15,13.176548,0.465856,0.034787,7.503342,16.236199,39.61208
1043,63,15,19.574869,0,1.141956,3.872578,0,2896.197286
1044,64,15,82.246652,2.003526,0,22.104901,17.9271,84.779477
1045,65,15,11.758889,0.359476,0.032135,6.288231,6.44953,36.237771
1046,66,15,100,7.944043,0,22.104901,15.219205,81.575261
1047,67,15,48.000084,0,1.699071,4.986197,0,3126.291436
1048,68,15,4.8009,0.170398,0,3.140437,0,116.582291
1049,69,15,17.570179,0.36628,0.009028,12.101266,11.983935,35.753904
1050,0,16,13.458272,17.882079,0.533221,9.673498,28.653946,59.196053
1051,1,16,30.045698,11.937883,0,21.288,22.321481,68.518631
1052,2,16,46.509845,0,1.373083,4.986197,0,3289.403083
1053,3,16,1.977933,0.484327,0,2.06256,0,100.14389
1054,4,16,15.095777,0,0.007216,2.783074,0,3460.737307
1055,5,16,2.045126,0.374638,0,1.946194,0,124.255927
1056,6,16,4.235091,0.274037,0.001539,3.448645,0,83.584423
1057,7,16,2.60165,0,0.000398,0.076102,0,3606.659708
1058,8,16,3.414261,0,0.004835,0.525668,0,3582.442802
1059,9,16,0,49.016008,0.324264,1.852281,0,3640.897913
1060,10,16,3.598736,0.662974,0,4.207526,8.308991,55.191145
1061,11,16,57.488925,46.492991,0.510949,22.104901,17.774342,70.825026
1062,12,16,5.94382,1.203929,0,6.991417,40.8363,74.318509
1063,13,16,3.666846,0.761582,0.009782,4.036869,13.309768,56.593503
1064,14,16,83.842147,29.251734,0,22.104901,17.094651,81.080442
1065,15,16,11.008503,0.624382,0,10.642406,26.374381,47.748218
1066,16,16,24.593298,0.448413,0,17.921464,17.04685,40.234503
1067,17,16,24.187596,3.780231,0,18.792222,31.122789,72.935534
1068,18,16,0,0.896219,0.027255,0.073626,0,3606.425252
1069,19,16,18.771627,100,1.067066,14.986921,25.284545,62.397447
1070,20,16,9.27086,0,0,0.055351,0,3608.188443
1071,21,16,16.333736,0,0.00171,1.113439,0,3566.664202
1072,22,16,1.266036,0.097426,0.002132,0.586871,0,1428.105637
1073,23,16,12.093655,5.460737,0,11.871692,40.001689,76.561391
1074,24,16,11.570598,0.999311,0.023448,9.155831,29.846808,56.769277
1075,25,16,4.136253,0.10858,0,2.087503,0,245.746762
1076,26,16,10.879683,0.639272,0,10.574717,26.991435,48.414509
1077,27,16,0,0,0.003649,0.056112,0,3608.19035
1078,28,16,0,0.232303,0.013089,0.062486,0,3608.097559
1079,29,16,0,61.651192,1.081953,1.296657,0,3591.470539
1080,30,16,48.588909,1.089331,0.87316,9.145581,0,63.249556
1081,31,16,9.776112,0.356743,0,8.85987,5.589282,38.022755
1082,32,16,3.074324,0.724402,0.001621,3.639425,8.494646,58.895076
1083,33,16,4.857246,91.061974,0,6.130599,22.835386,77.091341
1084,34,16,16.034116,0.430325,0.001961,13.073332,15.84137,38.244434
1085,35,16,16.036917,0.224772,0,11.674315,1.200691,33.69803
1086,36,16,14.957628,0,0,0.055351,0,3608.188443
1087,37,16,13.332127,0.209576,0.024478,5.967197,0.010048,41.622032
1088,38,16,9.387479,0.302342,0,8.061357,1.265556,39.478938
1089,39,16,0,0,0,0.055351,0,3608.188443
1090,40,16,82.820688,14.661578,1.484324,22.104901,13.408697,58.058876
1091,41,16,15.869146,0.690784,0,13.913867,21.47621,45.802294
1092,42,16,10.594956,0,0,0.055351,0,3608.188443
1093,43,16,1.847274,7.383057,0.083307,2.817893,15.18024,86.612449
1094,44,16,22.062301,0.806039,0,17.414304,25.077274,51.993552
1095,45,16,24.37612,0.092572,0,10.785289,0,47.654236
1096,46,16,21.683651,0.305747,0.001654,15.370499,10.228945,33.94734
1097,47,16,76.342679,100,0,22.104901,17.461442,78.667013
1098,48,16,6.89902,1.051144,0,7.826056,38.699756,67.681203
1099,49,16,12.036666,0.257313,0,9.533344,0.876665,36.765056
1100,50,16,100,6.008416,0,22.104901,15.965927,82.580014
1101,51,16,0.634366,1.456568,0,0.961948,5.141401,124.340308
1102,52,16,43.940846,8.133715,0.813985,22.104901,13.790931,55.214026
1103,53,16,11.422855,52.293583,2,8.476789,27.068925,67.693143
1104,54,16,9.249742,0,0.01694,2.768314,0,3424.867264
1105,55,16,11.921887,54.192662,0.060696,11.871692,35.553638,72.975434
1106,56,16,13.933082,5.491236,0.733577,7.936608,14.798008,47.100285
1107,57,16,0,51.971891,0.521513,1.346663,0,3595.616936
1108,58,16,32.389,3.344377,0.862487,12.167322,0.888128,40.798769
1109,59,16,6.302318,0,0.019543,2.290855,0,3448.263041
1110,60,16,32.055191,0,2,4.387734,0,3001.528636
1111,61,16,0,0,0,0.055351,0,3608.188443
1112,62,16,0,0,0,0.055351,0,3608.188443
1113,63,16,1.863694,46.644874,0,3.78638,5.45546,96.242511
1114,64,16,31.804637,0,1.340722,4.202425,0,3133.453397
1115,65,16,0,0.56975,0.019029,0.063591,0,3607.397517
1116,66,16,23.636903,12.689667,0.281716,16.78556,23.998596,63.454367
1117,67,16,14.314427,1.57456,0.747676,4.53144,0,80.891772
1118,68,16,12.43399,0.38331,0,10.979445,12.246429,37.481357
1119,69,16,14.415349,0.409689,0.002872,11.801281,16.061965,38.27269
1120,0,17,14.447549,39.478872,0.598438,11.871692,29.604536,63.323641
1121,1,17,14.406632,0,1.302697,3.872578,0,2951.668744
1122,2,17,0,87.334574,0.756037,1.750612,0,3649.057981
1123,3,17,9.90518,0.08741,0.000665,4.247102,0,110.742554
1124,4,17,14.725394,0.602606,0.001073,12.94153,21.89845,44.112892
1125,5,17,0,0.559596,0,0.070662,0,3607.40619
1126,6,17,11.713017,0.656573,0,11.210194,25.780129,47.761647
1127,7,17,1.288916,0.646911,0.000176,1.511589,0,114.426392
1128,8,17,7.329698,2.115147,0.007199,7.971445,51.480781,92.946313
1129,9,17,77.877137,0,0.233245,5.668099,0,3138.423509
1130,10,17,12.03283,0.753032,0.001803,11.264941,27.032773,50.104478
1131,11,17,6.831177,70.193662,0.432541,7.286218,38.603932,83.24983
1132,12,17,15.5245,0.047327,0.00024,4.270132,0,131.627632
1133,13,17,10.307711,0.389478,0.018881,6.775223,7.95232,37.874256
1134,14,17,9.658006,9.696846,0.367273,7.417152,35.42705,68.160244
1135,15,17,11.056595,0.483433,0,10.407981,18.495535,41.723403
1136,16,17,29.018116,0.666427,0,20.249827,20.699088,50.059277
1137,17,17,24.94521,7.338914,0.168479,17.317374,25.502421,64.609325
1138,18,17,3.961318,1.402643,0,5.253067,38.633696,82.356651
1139,19,17,80.813576,49.544518,0.25672,22.104901,17.151626,78.450802
1140,20,17,0,0.501957,0,0.068308,0,3607.557386
1141,21,17,13.143258,0.254958,0,10.287749,1.471149,35.365531
1142,22,17,2.646214,0.872054,0.000545,3.379613,12.267112,64.243773
1143,23,17,16.494604,3.875435,0.454669,9.393222,13.462984,44.507019
1144,24,17,3.495936,0,0.000202,0.062879,0,3607.139777
1145,25,17,0,0.386557,0,0.062203,0,3607.876201
1146,26,17,7.22055,0.033271,0,1.515666,0,658.307259
1147,27,17,12.227737,0.210261,0.004165,8.118144,0.005779,41.895464
1148,28,17,8.640731,0,0.00838,1.959035,0,3499.94791
1149,29,17,7.267331,46.209076,1.806211,5.85839,41.146323,84.616441
1150,30,17,33.371356,1.03559,0.932108,6.002085,0,79.669641
1151,31,17,7.826123,0.783119,0,8.436298,30.158887,55.176191
1152,32,17,8.289175,1.416926,0.002221,8.802065,43.889232,80.282554
1153,33,17,11.015931,65.362269,0.754857,9.617189,38.074066,70.510033
1154,34,17,6.968741,0.688528,0.000117,7.610675,22.63251,50.441877
1155,35,17,9.077888,0.20053,0,6.414668,0,55.550217
1156,36,17,27.961077,0.416815,0,19.172126,15.437829,40.296583
1157,37,17,16.809366,0.276605,0,12.872026,6.914859,33.376637
1158,38,17,0,0.359453,0.004012,0.062791,0,3607.905602
1159,39,17,12.59725,0.079757,0,5.139523,0,96.350455
1160,40,17,62.138044,0,0.885577,4.986197,0,3218.806694
1161,41,17,6.026824,0.81269,0,6.960295,26.189649,55.846859
1162,42,17,19.024708,0.225836,0,13.436545,3.215937,32.041252
1163,43,17,3.221239,0,0.107002,1.804711,0,3314.611268
1164,44,17,13.526018,1.111567,0,12.67623,31.846613,61.262883
1165,45,17,9.131798,0.079177,0,3.729906,0,133.002965
1166,46,17,21.351364,0.347339,0.00039,15.830355,12.86057,35.419796
1167,47,17,0,0,0.154514,0.616294,0,3577.101277
1168,48,17,6.923936,0.789019,0.000182,7.664905,27.909391,55.007418
1169,49,17,5.965148,0.601561,0,6.587461,14.247733,47.621104
1170,50,17,0,9.89537,0.583125,1.066473,0,3564.819554
1171,51,17,6.359549,2.025613,0,7.426519,54.850979,96.128238
1172,52,17,42.233079,15.061581,1.73351,17.662231,12.146086,48.361639
1173,53,17,42.180512,100,1.39555,22.104901,18.937634,69.08107
1174,54,17,11.435225,0.129439,0.072638,3.509043,0,77.86894
1175,55,17,0,86.733184,0,2.127186,0,3576.977746
1176,56,17,18.502484,0,0.688042,3.872578,0,2851.797281
1177,57,17,35.551981,100,0.513147,22.104901,19.022004,69.062905
1178,58,17,39.514968,5.735182,0.425738,21.113028,16.754909,56.151808
1179,59,17,7.960804,1.323834,0.033425,6.673763,42.17943,75.666797
1180,60,17,46.840692,37.285921,0,22.104901,17.243292,72.684283
1181,61,17,0.454618,0.956544,0,0.609282,0,247.705593
1182,62,17,6.336069,0.134218,0.014871,3.342315,0,113.088054
1183,63,17,0,100,1.106796,1.315717,0,3611.51527
1184,64,17,0,11.591326,1.122668,0.696687,0,3629.78272
1185,65,17,12.024052,0.593447,0,11.368828,24.147311,45.647395
1186,66,17,0,8.529114,0.3224,1.034696,0,3632.093106
1187,67,17,92.093532,17.337829,0,22.104901,16.384252,82.23758
1188,68,17,8.457971,0.406702,0,8.071495,7.17256,40.008057
1189,69,17,9.874792,0.201501,0,6.983933,0,51.425432
1190,0,18,7.257059,55.969394,0.881241,7.286218,50.475021,86.880292
1191,1,18,0,13.309405,1.051145,0.717825,0,3636.463769
1192,2,18,88.959178,100,0.766453,22.104901,18.410667,87.022481
1193,3,18,17.815109,0,0.003033,1.930579,0,3526.665669
1194,4,18,0,1.614924,0,1.859543,0,3584.75418
1195,5,18,4.275365,0.33074,0,3.861574,0,69.511956
1196,6,18,11.519908,0.74189,0.00106,10.997153,27.361148,50.282744
1197,7,18,12.804585,1.076214,0,12.204511,32.491401,60.801946
1198,8,18,2.732601,1.696795,0.006849,3.779632,38.816233,95.543013
1199,9,18,73.903169,35.367318,0,22.104901,16.651665,79.592037
1200,10,18,13.643801,0.591891,0.002135,12.091446,22.605907,44.230855
1201,11,18,50.977069,30.477828,0.177503,22.104901,17.857236,71.19768
1202,12,18,16.409016,0,0.002954,1.743923,0,3534.997427
1203,13,18,6.19298,0,0.037559,2.440509,0,3389.543991
1204,14,18,0,2.483066,1.250735,0.735715,0,3620.847296
1205,15,18,5.583325,0.218755,0,4.14508,0,79.724085
1206,16,18,58.783689,0,0,0.055351,0,3608.188443
1207,17,18,0,19.652882,0.977312,0.985782,0,3580.272246
1208,18,18,11.493092,0.592227,0.009494,9.559994,24.194525,45.762323
1209,19,18,84.229169,0,0.738266,6.130599,0,3112.642551
1210,20,18,100,0.652804,0,22.104901,15.469265,74.099671
1211,21,18,0,0.736234,0,0.06735,0,3606.825021
1212,22,18,11.928218,1.183181,0.000096,11.558155,33.871069,64.27659
1213,23,18,0,0.021411,0.680671,0.572198,0,3616.002372
1214,24,18,0,1.173214,0,0.07267,0,3606.241668
1215,25,18,7.025634,0.640916,0,7.607162,19.986963,48.424752
1216,26,18,4.997511,0,0,0.055351,0,3608.188443
1217,27,18,10.550091,0.407968,0.002278,9.315111,11.122533,38.6165
1218,28,18,18.120183,0.004437,0,0.586521,0,1949.306984
1219,29,18,56.182278,25.640358,2,22.104901,14.943862,58.379038
1220,30,18,28.587359,0.900011,0.59799,7.107703,0,55.154143
1221,31,18,7.61066,0.740609,0,8.214931,27.379139,52.978564
1222,32,18,14.014655,1.555336,0.000049,13.018958,33.681681,76.065389
1223,33,18,14.23739,0,1.531441,4.156842,0,2936.840916
1224,34,18,4.629977,0.31285,0,4.08717,0,68.002795
1225,35,18,0,0.74452,0,0.066856,0,3606.78723
1226,36,18,35.000915,0.780559,0,21.928557,18.615199,55.48293
1227,37,18,12.704162,0.481243,0.0027,11.088367,19.941815,41.497394
1228,38,18,22.228234,0,0.006964,3.440132,0,3428.722981
1229,39,18,23.82618,0.555682,0,17.876814,20.275713,43.922975
1230,40,18,67.434207,71.667953,0,22.104901,15.85323,76.106321
1231,41,18,0,0.468966,0,0.06661,0,3607.648984
1232,42,18,18.788797,0.542638,0,15.367958,19.653271,41.811843
1233,43,18,43.476773,12.035321,0.725617,22.104901,16.102053,60.354365
1234,44,18,0,0.689793,0,0.06971,0,3607.021747
1235,45,18,0,0.466391,0,0.066473,0,3607.65623
1236,46,18,15.051003,0.087305,0.000462,6.427692,0,75.322846
1237,47,18,35.095708,12.913997,0.410105,21.873971,20.063993,63.043574
1238,48,18,6.37226,0.278294,0.000197,5.295898,0,56.658954
1239,49,18,3.310042,0.519782,0,3.541378,1.088724,59.619086
1240,50,18,45.466251,5.014883,1.390782,13.368743,1.804077,41.368138
1241,51,18,9.424018,2.290435,0,9.863754,46.019489,83.881662
1242,52,18,3.172216,7.998171,2,2.697976,8.697248,138.702887
1243,53,18,100,53.725343,0.525845,22.104901,17.125878,89.297637
1244,54,18,6.172594,0.348808,0.104446,3.073876,0.039402,53.257793
1245,55,18,27.162886,0,0.367141,3.872578,0,3171.514618
1246,56,18,4.80465,37.296332,0.714954,4.986197,35.427783,75.862554
1247,57,18,74.996066,81.923803,0.218987,22.104901,17.461442,80.050034
1248,58,18,100,4.283332,0,22.104901,16.03851,83.974538
1249,59,18,9.017537,1.58567,0.026534,8.09338,40.147464,78.590728
1250,60,18,37.762197,51.820238,2,22.104901,17.868372,61.696227
1251,61,18,10.569125,1.34719,0,10.649002,35.724196,69.291541
1252,62,18,15.413825,1.18848,0.024768,11.854327,28.047691,60.368327
1253,63,18,5.722332,0,1.544769,2.817893,0,2875.900346
1254,64,18,13.806727,11.63461,0,13.002718,30.000713,69.817686
1255,65,18,11.977034,0.503255,0.028457,7.331182,19.552297,41.960247
1256,66,18,100,4.758363,0.705488,22.104901,11.188199,58.686023
1257,67,18,100,23.314465,2,22.104901,14.610528,70.895347
1258,68,18,1.622703,0.384976,0,1.561886,0,154.783458
1259,69,18,4.233951,0,0,0.055351,0,3608.188443
1260,0,19,5.994134,69.901527,0.459538,6.130599,34.548082,76.692517
1261,1,19,21.746107,27.600382,0.084537,17.643609,27.050946,68.452962
1262,2,19,100,31.750295,1.156813,22.104901,17.612213,85.321748
1263,3,19,20.198598,0.690775,0.002038,16.076859,22.614548,46.952154
1264,4,19,8.339106,2.29619,0.005364,8.872001,47.056705,86.446448
1265,5,19,15.27076,0.092082,0,6.817626,0,70.826195
1266,6,19,4.525133,0.000412,0.001279,0.256496,0,3547.215807
1267,7,19,8.49546,0,0.000159,0.090619,0,3606.293344
1268,8,19,3.10349,0,0.003602,0.391895,0,3590.833507
1269,9,19,33.181736,44.292094,0.183143,22.060149,21.760849,69.983168
1270,10,19,6.820222,0.260527,0.000093,5.487415,0,56.590032
1271,11,19,61.173739,0,0,0.055351,0,3608.188443
1272,12,19,0,0.897927,0.003677,0.063629,0,3606.356464
1273,13,19,1.017292,1.349218,0.029704,1.375396,10.095667,95.701445
1274,14,19,27.427157,23.097448,1.594967,15.374993,14.119849,49.823672
1275,15,19,3.459882,0.248093,0,2.742533,0,111.150371
1276,16,19,52.80198,0.34723,0,22.104901,11.644299,45.250514
