Kpx,Kpa,Kda,MaxAngle, Overshoot, J
Kpx,Kpa,Kda,MaxAngle, Overshoot, J
95.766624,0.000000,0.000000,0.055351,0.000000,3608.188443
65.408880,0.000000,0.000000,0.055351,0.000000,3608.188443
30.623731,0.000000,0.000000,0.055351,0.000000,3608.188443
100.000000,0.000000,0.000000,0.055351,0.000000,3608.188443
61.040329,0.000000,0.000000,0.055351,0.000000,3608.188443
74.251743,0.000000,0.000000,0.055351,0.000000,3608.188443
49.886658,0.000000,0.000000,0.055351,0.000000,3608.188443
34.991138,0.000000,0.000000,0.055351,0.000000,3608.188443
92.243186,0.000000,0.000000,0.055351,0.000000,3608.188443
84.245209,0.000000,0.000000,0.055351,0.000000,3608.188443
45.060872,0.000000,0.000000,0.055351,0.000000,3608.188443
34.171774,0.000000,0.000000,0.055351,0.000000,3608.188443
96.227597,0.000000,0.000000,0.055351,0.000000,3608.188443
72.300539,0.000000,0.000000,0.055351,0.000000,3608.188443
74.918239,0.000000,0.000000,0.055351,0.000000,3608.188443
50.681166,0.000000,0.000000,0.055351,0.000000,3608.188443
65.803736,0.000000,0.000000,0.055351,0.000000,3608.188443
73.446288,0.000000,0.000000,0.055351,0.000000,3608.188443
62.879548,0.000000,0.000000,0.055351,0.000000,3608.188443
100.000000,0.000000,0.000000,0.055351,0.000000,3608.188443
81.462483,0.000000,0.000000,0.055351,0.000000,3608.188443
87.401557,0.000000,0.000000,0.055351,0.000000,3608.188443
32.642342,0.000000,0.000000,0.055351,0.000000,3608.188443
20.155494,0.000000,0.000000,0.055351,0.000000,3608.188443
