Time,Signal,ExpEnvelope,LinEnvelope
17.21,0.0357903321945098,0.0795425375837577,0.295300280822238
17.22,0.015982153677224,0.0794477131420916,0.295191265380656
17.23,-0.00385455529093048,0.0793530017427676,0.295082249939075
17.24,-0.0236479084841012,0.0792584032510252,0.294973234497494
17.25,-0.0433613183733226,0.0791639175322649,0.294864219055913
17.26,-0.0629617057120962,0.0790695444520475,0.294755203614331
17.27,-0.0824161436914432,0.0789752838760939,0.29464618817275
17.28,-0.101715157381196,0.0788811356702853,0.294537172731169
17.29,-0.120836252427449,0.0787870997006629,0.294428157289587
17.3,-0.139653777202913,0.0786931758334273,0.294319141848006
17.31,-0.157864674041717,0.0785993639349386,0.294210126406425
17.32,-0.174999988668673,0.0785056638717167,0.294101110964843
17.33,-0.190630620525478,0.0784120755104399,0.293992095523262
17.34,-0.204658717700729,0.078318598717946,0.293883080081681
17.35,-0.217331348611176,0.0782252333612314,0.2937740646401
17.36,-0.228959730671161,0.0781319793074509,0.293665049198518
17.37,-0.239713340409201,0.0780388364239178,0.293556033756937
17.38,-0.249616798307735,0.0779458045781035,0.293447018315356
17.39,-0.258603961076051,0.0778528836376376,0.293338002873774
17.4,-0.266558673485912,0.0777600734703072,0.293228987432193
17.41,-0.273355812626136,0.0776673739440573,0.293119971990612
17.42,-0.278896688651688,0.0775747849269901,0.29301095654903
17.43,-0.283127403827159,0.0774823062873651,0.292901941107449
17.44,-0.286033810033783,0.0773899378935989,0.292792925665868
17.45,-0.287612785197986,0.077297679614265,0.292683910224287
17.46,-0.287855287888769,0.0772055313180935,0.292574894782705
17.47,-0.286767106877759,0.0771134928739709,0.292465879341124
17.48,-0.284381170947069,0.0770215641509403,0.292356863899543
17.49,-0.28072710664976,0.0769297450182005,0.292247848457961
17.5,-0.275809138955416,0.0768380353451067,0.29213883301638
17.51,-0.269630812515287,0.0767464350011694,0.292029817574799
17.52,-0.262227714197944,0.076654943856055,0.291920802133217
17.53,-0.253660776320588,0.076563561779585,0.291811786691636
17.54,-0.243982578420799,0.0764722886417364,0.291702771250055
17.55,-0.233228009244661,0.0763811243126409,0.291593755808474
17.56,-0.221434343242962,0.0762900686625852,0.291484740366892
17.57,-0.208647857192048,0.0761991215620105,0.291375724925311
17.58,-0.194909991545602,0.0761082828815126,0.29126670948373
17.59,-0.180258002686211,0.0760175524918415,0.291157694042148
17.6,-0.164743492904229,0.0759269302639013,0.291048678600567
17.61,-0.148434204680129,0.07583641606875,0.290939663158986
17.62,-0.131403815852777,0.0757460097775992,0.290830647717404
17.63,-0.113740977050351,0.0756557112618141,0.290721632275823
17.64,-0.0955554348050152,0.0755655203929133,0.290612616834242
17.65,-0.0769539623540582,0.0754754370425686,0.290503601392661
17.66,-0.0580211898372495,0.0753854610826048,0.290394585951079
17.67,-0.0388341833415653,0.0752955923849992,0.290285570509498
17.68,-0.0194772019217319,0.075205830821882,0.290176555067917
17.69,-3.40434390449546e-05,0.0751161762655359,0.290067539626335
17.7,0.0194161968872331,0.0750266285883957,0.289958524184754
17.71,0.0387909602220275,0.0749371876630482,0.289849508743173
17.72,0.0579935946203406,0.0748478533622322,0.289740493301591
17.73,0.076914717511919,0.0747586255588383,0.28963147786001
17.74,0.0954522146318456,0.0746695041259085,0.289522462418429
17.75,0.113516992223777,0.0745804889366361,0.289413446976847
17.76,0.131025074693659,0.0744915798643659,0.289304431535266
17.77,0.147909696492872,0.0744027767825931,0.289195416093685
17.78,0.164131576761084,0.0743140795649644,0.289086400652104
17.79,0.179664436641038,0.0742254880852765,0.288977385210522
17.8,0.194486187074799,0.074137002217477,0.288868369768941
17.81,0.208590468553359,0.0740486218356635,0.28875935432736
17.82,0.221973630259757,0.0739603468140838,0.288650338885778
17.83,0.234575018443175,0.0738721770271357,0.288541323444197
17.84,0.246225214749716,0.0737841123493665,0.288432308002616
17.85,0.256624958366692,0.0736961526554734,0.288323292561035
17.86,0.265375582549183,0.0736082978203025,0.288214277119453
17.87,0.272160158819527,0.0735205477188496,0.288105261677872
17.88,0.276966923688523,0.0734329022262592,0.287996246236291
17.89,0.280069920177576,0.0733453612178247,0.287887230794709
17.9,0.281806009775108,0.0732579245689882,0.287778215353128
17.91,0.282413255303098,0.0731705921553403,0.287669199911547
17.92,0.282000846183515,0.0730833638526199,0.287560184469965
17.93,0.280578618495087,0.072996239536714,0.287451169028384
17.94,0.278102010038967,0.0729092190836577,0.287342153586803
17.95,0.274509284834738,0.0728223023696336,0.287233138145221
17.96,0.269744452327403,0.0727354892709722,0.28712412270364
17.97,0.263775640666897,0.0726487796641513,0.287015107262059
17.98,0.256610071661336,0.0725621734257959,0.286906091820478
17.99,0.248294768619729,0.0724756704326782,0.286797076378896
18,0.238887822727021,0.0723892705617171,0.286688060937315
18.01,0.22842516387847,0.0723029736899785,0.286579045495734
18.02,0.216932285286858,0.0722167796946747,0.286470030054152
18.03,0.204455007204421,0.0721306884531644,0.286361014612571
18.04,0.19104994321069,0.0720446998429525,0.28625199917099
18.05,0.176756940802758,0.0719588137416898,0.286142983729408
18.06,0.161598665958023,0.0718730300271733,0.286033968287827
18.07,0.145600401563062,0.0717873485773453,0.285924952846246
18.08,0.128811062386472,0.0717017692702938,0.285815937404665
18.09,0.111299927470718,0.0716162919842522,0.285706921963083
18.1,0.0931258164777498,0.0715309165975989,0.285597906521502
18.11,0.0743314871180284,0.0714456429888573,0.285488891079921
18.12,0.0549782107987018,0.0713604710366958,0.285379875638339
18.13,0.035178698219491,0.0712754006199272,0.285270860196758
18.14,0.0151229930409781,0.071190431617509,0.285161844755177
18.15,-0.00487997364012351,0.0711055639085427,0.285052829313595
18.16,-0.0244371990048157,0.0710207973722743,0.284943813872014
18.17,-0.0432971554763786,0.0709361318880935,0.284834798430433
18.18,-0.0615217730185165,0.0708515673355337,0.284725782988852
18.19,-0.0793316917976844,0.0707671035942722,0.28461676754727
18.2,-0.0968665306495557,0.0706827405441296,0.284507752105689
18.21,-0.11412317021893,0.0705984780650697,0.284398736664108
18.22,-0.130997550049253,0.0705143160371995,0.284289721222526
18.23,-0.147345035228933,0.0704302543407688,0.284180705780945
18.24,-0.163039353390313,0.0703462928561703,0.284071690339364
18.25,-0.177994125964448,0.0702624314639393,0.283962674897782
18.26,-0.192144526541578,0.0701786700447534,0.283853659456201
18.27,-0.205427074183459,0.0700950084794324,0.28374464401462
18.28,-0.217773213582021,0.0700114466489384,0.283635628573039
18.29,-0.229112928015762,0.0699279844343752,0.283526613131457
18.3,-0.23939091357845,0.0698446217169884,0.283417597689876
18.31,-0.248574488298062,0.0697613583781653,0.283308582248295
18.32,-0.256631677246686,0.0696781942994343,0.283199566806713
18.33,-0.263505516188773,0.0695951293624654,0.283090551365132
18.34,-0.269121162449083,0.0695121634490694,0.282981535923551
18.35,-0.273416953704645,0.0694292964411981,0.282872520481969
18.36,-0.276365850160305,0.069346528220944,0.282763505040388
18.37,-0.277971951462564,0.0692638586705402,0.282654489598807
18.38,-0.278252452354502,0.0691812876723601,0.282545474157226
18.39,-0.277226306244136,0.0690988151089174,0.282436458715644
18.4,-0.274912984327815,0.0690164408628658,0.282327443274063
18.41,-0.271333782488494,0.0689341648169991,0.282218427832482
18.42,-0.26651637548891,0.0688519868542505,0.2821094123909
18.43,-0.260498893563617,0.0687699068576929,0.282000396949319
18.44,-0.253329371409511,0.0686879247105388,0.281891381507738
18.45,-0.24506004156408,0.0686060402961395,0.281782366066156
18.46,-0.235739622577371,0.0685242534979858,0.281673350624575
18.47,-0.225408623999876,0.068442564199707,0.281564335182994
18.48,-0.21409655055418,0.0683609722850715,0.281455319741413
18.49,-0.201832947477229,0.0682794776379859,0.281346304299831
18.5,-0.188667769098017,0.0681980801424955,0.28123728885825
18.51,-0.174664834619472,0.0681167796827836,0.281128273416669
18.52,-0.159877696110672,0.0680355761431718,0.281019257975087
